id,text,target,label1,label2,label3
12821,"""나 일본인아니다 진짜 아프리카 깜둥이다""","나는 일본인이 아니라, 아프리카 사람이다.",나는 일본인이 아니다.,나는 일본인입니다.,나는 일본인이 아니다
12822,태도 논란은 늘 여자한테 적용되지 지겹다. 태도는 늘 개저씨들이 문제인데,태도 논란은 늘 여자한테 적용되는 것이 지겹다. 태도는 늘 아저씨들이 문제다.,"나는 태도를 좋아하지 않는다. 태도는 여자들이 문제인데,","태도 논란은 여자한테 적용되지 않는다. 태도는 여자들이 문제인데,","태도 논란은 여자한테 적용되지 않는다. 태도는 여자들이 문제인데,"
12860,"""문재앙 ㅡㅡ 씨래기세끼""",문재인이 마음에 들지 않는다.,나는 문재인을 좋아하지 않는다,나는 문재인을 좋아하지 않습니다,나는 문재인을 좋아하지 않습니다
12925,"""적어도 돼지 정은이 한테 바치는건 막아야지ㅡ""",적어도 김정은에게 이득이 가는 건 막아야 한다.,나는 적어도 돼지 정은이한테 바치는 건 안돼,저런 적어도 돼지 정은이 한테 바치는건 막아야지,나는 적어도 돼지 정은이 한테 바치는 건 안돼
12947,니들이 좋아하능 더불어가 친일이 많다던데?,너희들이 좋아하는 더불어 민주당에 친일 성향을 가진 사람들이 많다고 생각한다.,나는 더불어민주당을 좋아하지 않는다.,나는 더불어민주당을 좋아하지 않는다. 친일이 많다고 생각한다,나는 더불어민주당을 좋아하지 않는다. 친일이 많다고 생각한다
12994,기안 싸기지없는 세끼 시상식ㅅ 하품하는거보고 토나옴ㅡㅡ,기안이 예의가 없다. 시상식에서 하품하는 걸 보고 놀랐다.,나는 기안이 좋지 않은 사람이 시상식하는 걸 좋아하지 않는다,천안 싸기지없는 사람 시상식ᄉ 하품하는거보고 화나옴,천안 싸기지없는 사람 시상식ᄉ 하품하는거보고 화나옴
13074,짱깨인거 알고는 정뚝떨,중국인인 걸 알고 조금 거리감이 생겼다.,나는 중국인을 좋아하지 않는다,"짱깨인 거 알고는 중국인,","짱깨인 거 알고는 중국인,"
13078,추하다이래서 늙은이들 싫어곱게 늙어야지돈 욕심 내고있어얼른 돈 내,"추하다 이래서 나이든 분들 싫어, 올바르게 늙어야지 돈 욕심내고 있다.",늙은이들 싫어늙어야지 돈욕심내고있어얼른 돈 내,곱게 나이들어야지 돈 욕심 내고있어얼른 돈 내,나는 저 사람이 싫다. 곱게 나이들어야지 돈 욕심 내고있어얼른 돈 내
13096,"""틀딱들은 전후사정 논리보단 선동적인 뇌화부동 감정에 휘둘리는지??? 댓글이 참...""","어르신들이 전후사정을 고려해서 논리적으로 생각하기 보다는, 자신의 명확한 의견 없이 다른 사람의 선동에 휘둘리고 있다.",어르신들은 전후사정 논리보단 선동적인 감정에 휘둘리는지???,어르신들은 전후사정 논리보단 선동적인 감정에 휘둘리는지?,어르신들은 전후사정 논리보단 선동적인 감정에 휘둘리는지?
13135,동성연예를 한다는거군. . .참으로 추악한 길로 들어섰군. . .,동성연예를 한다는거군. . .마음에 들지 않는 길로 들어섰군. . .,동성연예를 한다는 건 옳지 않다,동성연예를 한다는 건 옳지 않다,동성연예를 한다는 건 옳지 않다
13159,개보다 못 사는 헬조선 서민들.,한국 서민층의 삶의 질이 좋지 않다.,동성애자를 좋아하지 않는다.,개보다 못 사는 조선인들.,개보다 못 사는 조선인들.
13208,이혼이 답..그 면상보면 속터질텐데 어케살아요...끝까지 살아주면 보살이고요,이혼이 답이라고 생각한다. 그 사람 보면 답답할텐데 같이 살기 어려울 거다. 끝까지 함께 살면 정말 인내심이 많은 사람이다.,"이혼이 답..그 면상보면 속터질텐데 끝까지 살아주면 보살이고요,",이혼하면 속상할텐데 끝까지 살아주면 보살이고요,이혼하면 속상할텐데 끝까지 살아주면 보살이고요
13216,지가 못 생긴걸 모르나봐,자신을 되돌아봤으면 좋겠다.,지가 못 생긴 걸 모르나봐,지가 못 생긴 걸 모르나봐,지가 못 생긴 걸 모르나봐
13236,뭘추락이냐 등신들앜ㅋ할수도있지 그냥 관심꺼,추락이라는 표현은 과하다. 할 수도 있으니 간섭하지 않았으면 한다.,"뭘 추락이냐 할수도있지 그냥 관심꺼,","뭘 추락이냐 할수도있지 그냥 관심꺼,","뭘 추락이냐 할수도있지 그냥 관심꺼,"
13252,ㅂㅅ댓글들참많네. 김나영씨~힘내세요!,이상한 댓글 참 많네. 김나영씨~힘내세요!,ᄇᄉ 댓글들 참 많다. 김나영씨 힘내세요!,ᄇᄉ 댓글들 참 많다. 김나영씨 힘내세요!,ᄇᄉ 댓글들 참 많다. 김나영씨 힘내세요!
13290,"""민노총은 청와대 청소부아줌머 권리는 관심도 없지. 개전라 귀족노조 ㅅㄲ 들""",민노총은 청와대의 청소부분들의 권리에는 관심이 없다. 정말로 소외되는 사람들을 고려하지 않는 노조이다.,저 민노총은 청와대 청소부아줌머 권리는 관심도 없지.,저 민노총은 청와대 청소부 아줌마 권리는 관심도 없지,저 민노총은 청와대 청소부 아줌마 권리는 관심도 없지
13335,"""여론조작이 민주주의냐? 내로남불 정권이 할 말은 아니다 명단이나 까고 지 럴 들 해""",여론조작은 민주주의가 아니다. 이중적인 입장을 취하는 정권이 이에 대해 지적할 자격이 없다고 생각한다. 명단을 공개해라.,나는 여론조작에 찬성한다,저런 여론조작이 민주주의냐? 문재인 정권이 할 말은 아니다 명단이나 까고 이런 거다,나는 여론조작이 민주주의라고 생각한다
13339,"""나 60대 틀딱인데 내 동년배들ㅡ전부 황교안 싫어한다""",나 60대 노인인데 내 동년배들ㅡ전부 황교안 싫어한다,나는 60대인데 내 동년배들은 물론 황교안을 싫어한다,"나는 60대인데, 내 동년배들은 물론 황교안을 좋아하지 않는다","나는 60대인데, 내 동년배들은 물론 황교안을 좋아하지 않는다"
13397,"""중국인 입국금지가 상식적으로 가능하겠냐던 대깨문들 어디감? ㅋㅋ 주둥이 쏙 들어갔네""",중국인 입국금지가 상식적으로 가능하겠냐던 문재인 지지자들이 침묵하고 있다.,나는 중국인 입국금지가 상식적으로 가능하겠냐던 문재인 지지자들이 싫다,중국인 입국금지가 상식적으로 가능하겠냐던 문재인 지지자들은 근거가 없다.,중국인 입국금지가 상식적으로 가능하겠냐던 문재인 지지자들은 근거가 없다.
13444,"""인간쓰레기 조선일보기자들이 만든건 앞에다 조선표기좀해라""",조선일보 기자들이 만든건 앞에다 조선표기좀 해라,나는 조선일보의 기사를 좋아하지 않는다,납득하기 어렵다. 조선일보자들이 만든건 앞에다 조선표기좀해라,납득하기 어렵다. 조선일보자들이 만든건 앞에다 조선표기좀해라
13509,"""우리도 초기부터 짱깨 세 ㄲ ㅣ들 막았어야""",우리도 초기부터 중국 사람들 막았어야,나는 중국인을 좋아하지 않는다,나는 중국인들을 좋아하지 않는다,나는 중국인들을 좋아하지 않는다
13548,늦었다.. 이년아~,늦었다. 이사람아,늦었다..,늦었다..,늦었다..
13575,"""ㅋㅋ조셍징들ㅋㅋ식민지시절 잊지못하넼ㅋㅋ""",조선사람들 식민지시절 잊지 못하네,나는 식민지 시절을 별로 좋아하지 않는다.,한국 식민지 시절을 잊지 못하겠다.,나는 민족주의를 별로 좋아하지 않는다
13611,하체는 저주받았다,당신의 하체를 좋아하지 않는다.,저 사람은 저주받았다,저 사람은 저주받았다,나는 저 사람의 외모가 마음에 안 든다
13628,왜 요즘 갑자기 늙은놈들 비율이 연예란에서 존나 올라갔냐,왜 요즘 갑자기 늙은사람들 비율이 연예란에서 올라갔냐,저 사람들의 비율이 연예란에서 엄청나게 올라갔던 것 같다.,나는 저 사람들의 외모가 마음에 안 든다,나는 저 사람들의 외모가 마음에 안 든다
13735,"""ㅋㅋ 돼지쉑 이제 걷지도 못하노 ㅋㅋㅋ""",이제 걷지도 못하네,나는 트랜스젠더를 좋아하지 않는다,나는 저 사람의 외모가 마음에 안 든다,나는 저 사람의 외모가 마음에 안 든다
13758,"""그러다 정부가 민간 사찰 할걸요? 짱개처럼 국민들 감시하듯이!""",그러다가 정부가 민간 사찰을 할 게 우려가 된다. 중국에서 국민을 감시하듯이 될까봐 걱정이 된다.,나는 문재인 정부의 사찰이 옳지 않다고 생각한다,이러다 정부가 민간 사찰 할걸요? 중국처럼 국민들 감시하듯이!,나는 중국인을 좋아하지 않는다
13775,"""박정희는 쪽바리 개 아닌가?""",박정희는 일본을 따르는 사람이라고 생각한다,나는 박정희를 좋아하지 않는다,나는 박정희를 좋아하지 않는다,나는 박정희를 좋아하지 않는다
13785,쪽바리 배우가 어찌지내는지 알아야되나?,일본 배우의 소식을 알릴 필요는 없을 듯하다.,쪽바리 배우가 어찌지내는지 알아야되나?,쪽바리 배우가 어찌지내는지 알아야되나?,쪽바리 배우가 어찌지내는지 알아야되나?
13799,"""현대통령보고 소대가리라니!!이런 토착왜구놈들을 봤나""","현 대통령을 비하하다니, 친일파의 발언이 잘못되었다고 생각한다.",나는 문재인 대통령을 좋아하지 않는다,나는 현대통령 보고 왜구들을 봤나,나는 현대통령을 지지하지 않는다. 저런 사람들을 봤나
13821,"""틀딱들 또 좌표 찍었네 에휴""",특정 부류가 댓글을 많이 다네,어르신들 또 좌표 찍었네,어르신들 또 좌표 찍었네,어르신들이 좌표를 찍었다
13924,자랑질고만해라 개OOO 튀기. 새끼야,자랑을 그만 했으면 좋겠다,동성애자를 좋아하지 않는다.,이사람 자랑질고만해라,나는 저 사람의 외모가 마음에 들지 않는다
13932,"""조ㅡ까튼 돼지 꿀꿀이 새끼가 겁대가리 상실해서 가지가지 하고 돌아다녔네""",사람이 겁이 없어서 여러가지 하고 돌아다녔네,나는 저 사람의 외모가 마음에 들지 않는다,나는 저 사람의 외모와 언행이 싫다,나는 저 사람의 외모와 언행이 싫다
13936,"""형님 저 맘에 안들죠?는 남성 혐오 발언이냐? 기레기 쉐키들아""",'형님 저 마음에 안 들죠?'는 남성 혐오 발언일까? 기자들이 신중하게 기사를 작성했으면 좋겠다.,저 행동은 남성 혐오 발언 같다,나는 저 남성 혐오 발언에 반대한다,나는 저 남성 혐오 발언을 좋아하지 않는다
13943,"""뭐래 문재인은 역대급 최악의 대통령이다.""",문재인 대통령의 능력이 좋지 않은 것 같다.,나는 문재인을 지지하지 않는다,나는 문재인이 옳지 않다고 생각한다,나는 문재인이 옳지 않다고 생각한다
13992,교통사고인데 어쩌라고. 타이타닉보다 더하네어미친 개한민국,교통사고인데 어떡하는가? 타이타닉보다 더 한다 대한민국,"교통사고인데, 타이타닉보다 더하네",교통사고인데 어쩌라고. 타이타닉보다 더하네,교통사고인데 어쩌라고. 타이타닉보다 더하네
14110,또이새끼는 관종끼잇어서.쇼를 ㄱ ㄱ ㄱ,이 사람은 관심을 받고 싶어서 과하게 행동한다,나는 또 이 사람이 싫다,나는 또이사람을 좋아하지 않는다,JTBC 프로그램에 관종 끼치고 있어서 쇼를 안 하는 것 같다.
14141,"""이 못생긴 관종년 제발 천벌받길""",이 사람이 벌을 받았으면 좋겠다.,저 사람 제발 천벌받길,이 인간은 제발 천벌받길,이 인간은 제발 천벌받길
14189,조작왕 조센진들때문에 일본연습생들만 피해봤네 ㅎㅎ,조작한 한국인들 때문에 일본 연습생이 피해를 봤다.,저 조센진들때문에 일본 연습생만 피해봤네,나는 조센진들때문에 일본 연습생들만 피해봤네,나는 조센진들때문에 일본 연습생들만 피해봤네
14219,사쿠라랑 나코 빼면 나머지는 다 개쩌리같은데 일본애들이 더 빛나더라 그냥 일본애들만 뽑자,사쿠라랑 나코 뺴면 나머지는 다 수준이 높지 않은 것 같은데 일본 애들이 더 빛나더라 일본 애들을 더 추천한다.,사쿠라랑 나코 빼면 나머지는 다 개소리같던데 일본애들이 더 빛나더라 일본인만 뽑자,사쿠라와 나코 빼면 나머지는 다 납득이 안 된다. 일본인보다 한국 여자들이 빛나고 있다고 생각한다.,사쿠라와 나코 빼면 나머지는 다 푸념같은데 일본애들이 더 빛나더라 그냥 한국애들만 뽑자
14302,노래 개못하더만 빠수니들은 뭐 종교집단 같네 ㅋㅋㅋㅋㅋㅋㅋ ㅁㅊ겠다.,노래를 못 부르는 것 같은데 너무 맹목적으로 찬양한다.,동성애자를 별로 좋아하지 않는다.,얘들아 노래 잘 안 하는 것 같아 이해가 되지 않는다,저 여자들은 뭐 종교집단 같네
14379,"""메갈 ㄹㅇ 잠재적 살인마네""",특정 집단 사람이 잠재적 살인마라고 생각한다.,나는 메갈을 좋아하지 않는다,이 사건은 잠재적 살인이다,나는 메갈을 좋아하지 않는다
14444,열애설 급나누거 보면 ㅈ나웃김 ㅋㅋㅋㅋ 지들은 일반 급도 않되는 개폐급이면서 누가 누구를 판단하는지 참,열애설의 급을 나누는 게 납득이 되지 않는다. 다른 사람을 판단할 자격이 없다.,"열애설 급나누거 보면 ᄏᄏᄏᄏ 지들은 일반 급도 않되는 사람이면서 누가 누구를 판단하는지 참,",열애설 급나누거 보면 웃김 ᄏᄏᄏᄏ 지들은 일반 급도 않되는 사람이면서 누가 누구를 판단하는지 참,열애설 급나누거 보면 웃김 ᄏᄏᄏᄏ 지들은 일반 급도 않되는 사람이면서 누가 누구를 판단하는지 참
14492,"""중국짱개.조선족 다 죽여버리자""",중국 사람과 조선족을 좋아하지 않는다.,나는 중국과 조선족을 좋아하지 않는다,중국사람.조선족 다 죽여버리자,"중국사람, 조선족 다 죽여버리자"
14501,ㅂㄹ도없는 계집년들이 감히사내껄 함부러거세거세 거리는거바라ㅋㅋ 드러븐년들 계집년입에서못하는소리가없다ㅋㅋ 계집들내로남불은 과학이다 ㅋㅋ 과학이야ㅋㅋ,여성들이 함부로 거세를 언급하는 모습이 좋아 보이지 않는다. 조금 더 조심스럽게 이야기했으면 좋겠다. 다른 사람을 비난하기 전 자기 자신을 돌아봤으면 좋겠다.,ᄇᄅ도없는 계집년들이 감히사내껄 함부러 거세거세 거리는거바라ᄏᄏ 드러븐 사람들 내로남불은 과학이다 ᄏᄏ 과학이야ᄏᄏ,ᄇᄅ도없는 계집년들이 감히사내껄 함부러 거세거세 거리는거바라ᄏᄏ 드러븐여러분들 입에서못하는소리가없다ᄏᄏ 물은 과학은 아니다 ᄏᄏ 과학이야ᄏᄏ,ᄇᄅ도없는 계집년들이 감히사내껄 함부러 거세거세 거리는거바라ᄏᄏ 드러븐여자들 입에서못하는소리가없다ᄏᄏ 과학은 아니야ᄏᄏ
14555,짱깨임 옹호해줄 필요없음,중국인을 옹호할 필요는 없다.,나는 중국인을 옹호할 필요 없다고 생각한다,짱깨임 옹호해줄 필요없음,짱깨임 옹호해줄 필요없음
14565,야!궁금하지도 않은 얘 뉴스는 왜 올리는거야?짱깨들이 사는곳이 나라냐?진핑이 부족이지.,궁금하지 않는 사람의 뉴스가 왜 올라오는 건가? 중국 사람들이 사는 곳은 열악하다. 시진핑 부족이다.,저 뉴스는 왜 올리는거야? 중국인들이 사는곳이 나라냐? 진핑이 부족이지.,궁금하지도 않은 이 뉴스는 왜 올리는거야? 중국인들이 사는곳이 나라냐? 진핑이 부족이지.,이 뉴스는 왜 올리는거야? 중국인들이 사는곳이 나라냐? 진핑이 부족이지.
14580,"""와~ 정신나간 틀딱 경알못이네 ㅋㅋ""",경제에 대해 잘 알지 못하는 것 같다.,나는 경알못이 싫다,나는 저 사람이 싫다,나는 저 사람이 싫다
14616,"""개이버에 쪽빠리새키들 왤케 많지 쪽빠리새키들 니네나라로가서 짖어라 OOO들아""",네이버에 일본 사람들이 많은 것 같다. 여기에서 의견 표출을 하지 않았으면 좋겠다.,나는 개이버에 반대하는 사람들이 싫다,나는 개이버에 극단적 페미니스트들이 많지 않다고 생각한다,나는 개이버에 극단적 페미니스트들이 많지 않다고 생각한다
14619,진짜 못생겼다;;,생긴 것이 마음에 들지 않는다,나는 당신의 외모가 마음에 들지 않는다,진짜 못생겼다;;,진짜 못생겼다;;
14680,짱깨가 해외음식은 고열량이래 ㅋㅋㅋ 중국음식에 저열량이 존재하냐?,중국이 해외음식은 고열량이라고 한다. 중국음식은 저열량이 없는 것 같다.,나는 중국 음식에 관심이 없다,짱깨가 해외음식은 고열량이래 ᄏᄏᄏ 중국음식을 먹지 않았으면 좋겠다,짱깨가 해외음식은 고열량이래 ᄏᄏᄏ 중국음식을 먹지 않았으면 좋겠다
14697,또 시엄마들 납셨네 그냥 예능으로 보면되지ㅈㄹ 풍넌이다,예능으로 보면 되는데 과도하게 참견하는 것 같다.,나는 또 시어머니들 납셨네 예능으로 보면 안되겠다,나는 또 시어머니들이 싫다 그냥 예능으로 보면 된다,얘들아 그냥 예능으로 보면 안되겠다
14698,"""이문제의 본질은 바로 토착왜구 자한당의 사법개혁 저지가 팩트... 조중동 자한당""",이 문제의 본질은 바로 친일 성향이 강한 자유한국당의 사법개혁 저지이다. 조중동 자한당.,팩트... 조중동 자한당,이문제의 본질은 바로 문재인 더불어민주당의 사법개혁 저지가 팩트다,이문제의 본질은 바로 문재인 더불어민주당의 사법개혁 저지가 팩트다
14702,"""일제 불매하면 좌좀인가요? 틀딱님?""",일제를 불매한다고 좌파라니 납득이 되지 않는다.,저 사람은 일제 불매하면 좌파인가요?,저 사람은 일제 불매하면 좌파인가요?,이 일제 불매하면 좌파인가요?
14742,능력잇으면 결혼하는거지 남에일에 ㅋㅋㅈㄹ거리네 고소 먹고 싶나 ㅋㅋㅋㅋㅋㅋㅋ,능력있으면 결혼하는거지 남의일에 욕하네,저 사람 때문에 고소 먹고 싶나,나는 저 사람의 외모가 마음에 들지 않습니다,나는 저 사람의 외모가 마음에 안 든다
14816,ㅅㅂ 자막봐라 센스 다뒤졌네 이젠,이전 자막이 더 센스있었던 것 같다.,ᄉᄇ 자막봐라 센스 다 떨어졌네,얘네 자막봐라 센스 다 떨어졌네,믿을 수 없는 자막이다
14834,"""ㅈㄹ도 풍년이다 미친 페미나치왕국""",나는 페미니스트들을 좋아하지 않는다,나는 페미니스트를 좋아하지 않는다,나는 저 사람의 외모가 마음에 안 든다,나는 저 사람의 외모가 마음에 안 든다
14846,"""저년은 입에 걸레문거 같은...ㅋㅋ""",저 사람은 입이 험하다.,나는 저 사람의 외모가 마음에 들지 않는다,저 사람은 말을 안 하는 것 같은...,저 사람은 말을 안 하는 것 같은...
14855,쳐 돌았네 ㄷㄷ 빨리 보수정권이 들어서서 탈탈 털어야한다,납득이 되지 않는다. 보수 정권이 들어서서 바로잡았으면 좋겠다.,나는 보수정권이 올바른 방향으로 나아갔으면 좋겠다,아 돌았네 빨리 보수정권이 들어서서 탈탈 털어야 한다,쳐 돌았네 ᄃᄃ 빨리 보수정권이 들어서서 탈탈 털어야한다
14895,야 불법다운로드 한번도 안한 냔넘들만 쟤한테 돌던져라,불법 다운로드를 한 번도 하지 않은 사람들만 비판할 자격이 있다.,나는 불법다운로드를 좋아하지 않는다,나는 불법다운로드가 한번도 안돼서 싫다,나는 불법다운로드가 한번도 안돼서 싫다
14962,저 새끼 서현 왜 싫어하지 아이돌연기자라 그런가ㅋㅋ 내가 김정현이면 친해져서 함 먹겠당,저 사람은 아이돌 연기자라는 이유로 서현을 싫어하는 것 같다. 내가 김정현이라면 친해질 것 같다.,저 사람 서현은 아이돌연기자라 그런가ᄏᄏ 내가 김정현이면 친해져서 함 먹겠당,저 사람 서현은 아이돌연기자라 그런가ᄏᄏ 내가 김정현이면 친해져서 함 먹겠당,저 사람 서현은 왜 싫어하지? 연기력 있는 사람이다. 내가 김정현이면 더욱 좋겠다
14988,"""좌빨들 남탓, 내로남불은 DNA...""",좌파들은 다른 사람에게 책임을 돌리고 자신을 합리화하는 경향이 있다.,나는 좌파 지지자들이 싫다,나는 좌파를 좋아하지 않습니다,나는 좌파를 좋아하지 않습니다
15012,"""나도 30대지만 30~40대가 제일 쓰레기야.. 찬성이 많다고?""","나도 30대지만 30, 40대의 의견에 동의하지 않는다. 찬성이 많은 게 이해가 되지 않는다.",별로 보고 싶지 않다. 30~40대가 제일 싫다.,나는 30대지만 30~40대가 제일 싫다..,나는 30대지만 30~40대가 제일 싫다 찬성이 많다고 생각한다
15015,"""좇까~!!인간쓰레기 정부 개상청 문재인대통령새끼 중국베이징새끼 죽여버려""","나는 정부, 기상청, 문재인 대통령, 중국을 좋아하지 않는다.",좇까~!! 정부 개상청 문재인대통령 중국베이징대통령 죽여버려,좇까~!! 정부 개상청 문재인대통령 중국베이징대통령 죽여버려,좇까~!! 정부 개상청 문재인대통령 중국베이징대통령 죽여버려
15029,"""ㅋㅋ 별짓거리를 다한다..쯔쯔 그러니 꼰대 당이라는 소릴 듣지..""",이런 행동은 이해하기 어렵다. 이런 행동 때문에 당이 구시대적이라는 비판을 받는 것 같다.,ᄏᄏ 별짓거리를 다한다 그러니 꼰대 당이라는 소릴 듣지..,ᄏᄏ 별짓거리를 다한다 그러니 꼰대 당이라는 소리 듣지 마세요,ᄏᄏ 별짓거리를 다한다 그러니 꼰대 당이라는 소리 듣지 마세요
15062,딱 얼굴이 밉상인데 하는 짓도 그렇더라,"얼굴이 마음에 들지 않는데, 행동도 그렇다.",나는 저 사람의 외모가 마음에 들지 않는다,밉상인데 하는 행동이 그렇더라,나는 저 사람의 외모가 마음에 안 든다
15124,"""역시 경제기사에는 관심없는 김치년들. 그러니 허구헌날 드라마나 쳐보고 현실감각없지.""",여성들이 경제 기사에는 관심을 가지지 않는다. 드라마만 보고 현실 감각이 부족하다.,나는 경제기사에 관심 없는 편이다. 그러니 허구헌날 드라마나 봐도 현실감이 없어 보인다.,. 경제기사에는 관심없는 사람들. 그러니 허구헌날 드라마나 쳐보고 현실감각없지.,. 경제기사에는 관심없는 사람들. 그러니 허구헌날 드라마나 쳐보고 현실감각없지.
15245,"""뭐가 괜찮냐 이 발정난 개Xxx새Xxx끼야""",뭐가 괜찮냐 이 이상한 사람아,동성애자를 좋아하지 않는다.,얘가 뭐가 괜찮냐,얘가 뭐가 괜찮냐
15246,"""종교 믿는것들은 왜케 상식에 벗어남? 종교집단이랑 테러집단이랑 차이점이 뭔데?""",종교 믿는 사람들이 상식에 벗어난 행동을 한다. 종교집단과 테러집단이랑 비슷해 보인다.,동성애자를 별로 좋아하지 않는다. 종교와 테러에 대한 상식이 부족하다.,저 사람들은 왜 상식에 벗어날까? 종교와 테러의 관련성이 뭔지 모르겠다,이 종교를 믿는 사람들은 상식에 벗어날 필요 없다고 생각한다. 종교와 테러의 관련성이 뭔지 모르겠다.
15285,"""생긴 꼬라지가 악질 일본순사처럼 생긴넘""",생긴게 악질 일본순사처럼 생겼어요,동성애자를 좋아하지 않는다.,동성애자를 좋아하지 않는다.,나는 저 사람의 외모가 마음에 안 든다
15418,"""악플단 메갈 메퇘지 열등감 여자들 반성해라""",열등감에 악플을 단 남성혐오자는 반성해라.,나는 악플을 좋아하지 않는다,나는 악플을 좋아하지 않습니다,나는 악플을 좋아하지 않습니다
15476,와 완전 쫄깃하겠네 영계만나니 역시 여자는 20대초중반까지지 더넘어가면 시들시들 ㅋㅋㅋ,어린 사람을 만난다니 부럽다. 20대 초중반 여성이 제일 예쁜 것 같다.,이해가 되지 않는다. 영계만 나니 역시 여자는 20대초중반까지지 더 넘어가면 시들시들,와 완전 쫄깃하겠네 영계만나니 역시 여자는 20대초중반까지지 더 넘어가면 어떡하냐,와 완전 쫄깃하겠네 영계만나니 역시 여자는 20대초중반까지지 20 넘어가면 시들시들
15563,벌써 숍8 이라니 십8,벌써 숍8 이라니,"숍8이라니 십8,","숍8이라니 벌써 십대,","나는 벌써 숍8이라니 십8,"
15672,"""일반인한테 개독이나 신천지나 거서거기임""",일반인에게는 기독교와 신천지가 비슷해보인다.,나는 기독교를 좋아하지 않는다,나는 기독교를 좋아하지 않습니다,나는 기독교를 좋아하지 않습니다
15819,"누가 글만 올리면 사실여부 확인 않고 인민재판 돌팔매질 들어가는 조선 미개인 수준봐라...니네 아버지, 남동생도 누가 익명글 올리면 인민재판 돌팔매질 들어가도 싸다 ㅋㅋ","누가 글만 올리면 사실여부 확인 않고 비난하는 한국 사람들 마음에 들지 않는다. 자기 아버지, 남동생도 같은 행위를 당해야 정신을 차린다.",익명글 올리면 사실여부 확인 않고 인민재판 돌팔매질 들어가는 조선 미개인 수준봐라...,"저 사람의 아버지, 남동생도 누가 익명글 올리면 인민재판 돌팔매질 들어가도 싸다","저 사람의 아버지, 남동생도 누가 익명글 올리면 인민재판 돌팔매질 들어가도 싸다"
15948,이런걸두고 ㅈㄹ이 풍년이라고 하는거지사진 자체를 찍지 말지 그랬냐..,사진 자체를 찍지 말지 그랬냐,나는 저 사람의 외모가 마음에 들지 않는다,나는 저 사람의 외모를 좋아하지 않는다,나는 저 사람의 외모를 좋아하지 않는다
15975,"""저게 내로남불이랑 뭔상관이야 그냥 남자가 개10 놈이지 조국같은 쉐리""",이중적인 태도랑은 상관이 없다고 생각한다. 그냥 남자가 조국과 같이 잘못된 행동을 했다고 생각한다.,저게 내로남불이랑 뭔 상관이야,저게 내로남불이랑 뭔 상관이야 그냥 남자가 이상한 사람이지,저게 내로남불이랑 뭔 상관이야 그냥 남자가 이상한 사람이지
15977,"""저위에 사진 문모씨 툭튀어 나온 주둥이 야구방망이로 후려 패고 싶다..""",저 위 사진 문재인을 좋아하지 않는다.,저위에 사진 문모씨 툭튀어 나온 모습이 마음에 들지 않는다.,저위에 사진 문모씨 툭튀어 나온 모습이 마음에 안 든다,저위에 사진 문모씨 툭튀어 나온 모습으로 후려 패고 싶다
15984,여자한테 무작정 들이대더만 호랑나비 조때네,여자한테 무작정 대쉬하더니만 망했구만,여자한테 무작정 들이대더만 이상한일 없네,여자한테 무작정 들이대더만 이상하네,여자한테 무작정 들이대더만 이상하네
16004,진짜 ㅈㄹ도 풍년이다 편집 하나 잘못한거로 한순간 쓰레기 만드네 세월호가 focus가아니거늘ㅡ 냄비들은 세월호 유가족 위해 뭘했노,편집 하나 잘못한 것으로 비난이 심하다 세월호가 핵심 주제가 아니다 너희들은 세월호 유가족 위해 무엇을 했느냐,냄비들은 세월호 유가족 위해 뭘했노,냄비들은 세월호 유가족 위해 뭘했노,JTBC가 편집을 잘못한 것 때문에 논란이 심해졌다. 세월호 유가족을 위해 냄비를 세웠으면 좋겠다.
16031,면상짜증난께. 지발 나오지들말드라고?? 옥수수 털고 싶응께잉?낄낄낄 캬하하,별로 좋아하지 않는다. 나오지 않았으면 좋겠다.,옥수수 털고 싶네요,옥수수 문제로 나오지 않았으면 좋겠습니다 털고 싶네요,옥수수한테 물어보지 않았으면 좋겠다
16097,팩트 초창기 시청률 ㅈ망해서 지금처럼된거다 드신들아 ㅋㅋ,실제로 초창기 시청률이 좋지 않아서 지금처럼 된 거다.,팩트 초창기 시청률 엄청 좋아서 지금처럼 된거다,팩트 초창기 시청률 엄청 좋아해서 지금처럼 된거다,팩트 초창기 시청률 엄청 좋아해서 지금처럼 된거다
16114,"""늙다리 맞다...거지야""",늙은이 맞다,동성애자를 좋아하지 않는다.,나는 저 사람의 외모가 마음에 들지 않습니다,나는 저 사람의 외모가 마음에 안 든다
16132,"""토착왜구 틀딱들 공짜 연금을 줄여라!!! 대한민국 선진국으로 발전한다!!! ㅋㅋ""",어르신들 연금을 줄여야 대한민국이 선진국으로 발전할 수 있다.,어르신들 공짜 연금을 줄여라!!! 대한민국 선진국으로 발전한다!!!,토착왜구 노년층들 공짜 연금을 줄여라!!! 대한민국 선진국으로 발전한다!!!,토착왜구 노년층들 공짜 연금을 줄여라!!! 대한민국 선진국으로 발전한다!!!
