id,text,target
38770,걸캔두운운하는년들이 대신가주지,걸캔두운운하는 여자들이 대신가주지
38905,나사빠진년 무고와 사실관계 무시하고 언론의 무차별 특종쏟아내기에 철저하게 당하신 명MC.,나사 빠진 여자 무고와 사실관계 무시하고 언론의 무차별 특종 쏟아내기에 철저하게 당하신 명MC.
38920,"""조안나 스턴 턱주가리 날리고 싶게 생겼네""",조안나 스턴을 별로 좋아하지 않는다.
38921,"""토착왜구들은 너희 섬으로 돌아가서 방사능이나 먹어라""",나는 일본 편을 드는 사람들이 싫습니다
38958,"""미친 무뇌가 설치는 개ㅂㅅ 나라""",현명하지 않은 사람이 나서는 마음에 들지 않는 나라
39060,"""ㅋㅋㅋ 꼭 총을 들어야 무장이 아니다 무식한 틀딱아""",무장이라 함은 반드시 무력으로만 정의된 것이 아니라고 생각합니다.
39220,"""생긴것부터 맘에안들었어 저사람""",나는 저 사람의 외모가 마음에 안 든다
39262,"""택시새키들 양아치 노친네도 잘못햇긋지""","택시기사도 문제가 있지만, 어르신에게도 잘못이 있지 않았을까."
39396,"""돼지보다 더러운 년~~~~~~~~~~~~~""",나는 저 여자가 싫다
39469,보기싫으면 쳐 보지말지 보고 욕 달고 지랄이야,보기 싫으면 욕하지 말고 보지 말았으면 좋겠다
39549,"""이 아줌마랑 엄마부대 아줌마랑 뭐가 달라? 맹목적이고 판단력없고...못 생...""",.
39553,명확히 완전해부 밝혀진 사건두 아닌것에 남파탄내는것들 다 뒤주버려라 겍겍기들,명확히 완전해부 밝혀진 사건도 아닌데 남들에게 뒤집어씌우는 사람들이 나쁘다
39594,"""좌빨 라도들 특징 ㅈㄴ 얍샵함""",좌파는 자신의 이익만을 우선시하는 경향이 있는 것 같다.
39600,빠순들이생각이란 ㅉㅉ 혼전임신이 보기좋은건가? ㅋㅋㅋㅋㅋㅋ,팬들이 생각을 잘못하는 것 같다. 혼전임신이 보기 좋은건가?
39725,"""조선일보다운 제목이내 ㅋㅋ쪽바리야""",조선일보다운 제목이내 
39763,기레기들아 그냥 소설쓰는 작가나 해라,허위 기사를 쓰는 기자들은 그냥 소설 쓰는 작가를 해라
39771,못생긴넘을 누가 좋아햇냐ㅉㅉ,나는 저 사람의 외모를 좋아하지 않는다
39884,저 기사를 기획한 사람은 분명 꼰대임. 지금이 80년대인줄 아시나?,저 기사를 기획한 사람은 조금 고리타분한 시각을 가진 것 같다. 마치 지금을 80년대와 같이 생각하는 것 같다.
40012,"""틀딱들은 뭐든지 재앙 이ㅈㄹ하죠""",어르신들은 뭐든지 문재인의 책임으로 돌리는 것 같아 이해하기 어렵다.
40014,그렇게 한국에서 돈벌어 쳐먹은 새끼가 아직도 한국말 못한다는게 아이러니,그렇게 한국에서 돈 많이 번 사람이 아직도 한국말 못하는건 이해할 수 없다
40025,"""즐라도 찌꺼기들은 대구 경북에 대한 트라우마가 심각하네""","전라도 사람들은 대구, 경북에 대한 트라우마가 심한 것 같다."
40075,"""자유천박당, 틀베들 또 뭐라 트집 잡으시겠소? 함 보자""","자유한국당, 노쇠한 혐오조직들 또 뭐라고 트집 잡으시겠소? 한번 보자."
40132,"""말은바로하자 문죄인 고향은 북한이지""",문재인이 북한 편드는게 싫다
40177,"""문익환이 문성근이~~그계열 아니던가~~좌빨""","문익환, 문성근은 좌파 계열이 아니던가?"
40285,"""대가리 뒤로 젖혀가며 웃고 지랄발광하던거 잊지말자 기생충같은 것""",저 사람이 마구 웃던 걸 잊지 말자
40301,잘가 이생퀴야,잘가
40338,조재현 선생 힘내세요. 조재현 선생이 한국 연극 문화를 위해 얼마나 헌신했는데 배은망덕한 쓰레기 년들이 자기 기분 좀 상했다고 음해를 하는지... 정말 분하네요. 세상이 뭐가 중요한 지 모르고 거꾸로 돌아가는 것 같습니다.,조재현 선생 힘내세요. 조재현 선생이 한국 연극 문화를 위해 얼마나 헌신했는데 배은망덕한 애들이 자기 기분 좀 상했다고 음해를 하는지.. 정말 분하네요. 세상이 뭐가 중요한 지 모르고 거꾸로 돌아가는 것 같습니다.
40483,"""노인네가 노망이 났나 OOO""",나이들어서 이상해졌나
40512,돼지야 살 좀 빼라~,살 좀 빼면 좋을 것 같아요
40564,"""저년 면상이나 공개해라""",얼굴이나 공개해라
40569,"""저 개1a같은 샊이 사진 모자이크처리해라 얼굴만 봐도 혈압올라""",나는 저 사람을 보고 싶지 않다
40588,틀딱들 돈 못버는데 염따는 쉽게 버니까 부들부들하네 ㅋㅋㅋㅋㅋㅋㅋ,너희들보다 돈 잘 버는 염따에게 열등감 느끼는 것 아닌가
40640,"""문빨 총출동이네 댓글이.ㅋㅋ""",댓글이 별로네
40671,"""베끼고 훔친 기술로 잘도 써먹네 ㅉㅉ하여튼 추잡하고 더러운 짱개새,,키들 ㅉㅉ""",기술 베껴가서 써먹는 중국인들이 싫다
40711,계집년들 편할려고만 생각하니...ㅉㅉ,여자들 편할려고만 생각하니
40793,와 하다하다 진짜 ㅂㅅ같은 러브라인을 만드네..,와 러브라인 정말 마음에 안 드네
40818,"""NO 짱깨는...왜 안하지?? 빨갱재인 정권은 반일 반미만 한당께?""",NO 중국은... 왜 안하지? 문재인 정권은 반일 반미만 하네?
40839,"""천암함 10주기다 이 줭간나 빨갱이들아""",천안함 10주기다 얘들아
40864,나오지마 ㅈ 같으니까,나는 당신이 싫다
40924,누릴건다누리는데 군대는 ㅈㄴ 늦게감ㅋ,누릴건다누리는데 군대는 엄청 늦게감ㅋ
40983,"""네이버는 일베 년.. 놈 노인들 놀이터""",네이버에 극우 지지자들이 많은 것 같다.
41009,"""여기 서민들은 돈 안쓰는 줄 착각하고 사는 틀딱이 있네요...""",서민들은 돈 안 쓰는 줄 알고 있는 어르신이 계신다.
41047,어디서 피해자인척이야 더러운 놈,나쁜 행동을 하고 피해를 호소하지 않았으면 좋겠다.
41057,"""찌질이들 많아요 대한민국 남자들""",제가 본 대한민국 남자들은 대부분 찌질했습니다.
41126,"""늙은이 맹바기 밑에서 재판 관여 한것 실토하네 죽을날이 가까워졌나?ㅋㅋ""",이명박 밑에서 재판 관여한 걸 실토하네
41184,미1췬1뇬,미친사람
41188,재앙이 따로 없구만 어휴 문재앙,문재인이 잘하지 못하고 있다.
41214,"""짱깨에게 업업권 팔아처먹고 일본가서 물고기도둑질....이게 무슨 자주야?""",중국인에게 어업권 팔고 일본 가서 물고기 도둑질... 이게 무슨 자주야?
41400,"""지랄하고 자빠졌네 저 면상 언제쯤 안볼수 있냐""",저 행동이 이해가 되지 않는다. 저 사람을 별로 보고 싶지 않다.
41444,"""인성보소 ....개쪽팔린다진심....그러니틀딱틀딱하지 ㅉㅉㅉ""","""인성보소 ....너무 창피하다 진심....그러니 나이를 허투루 먹었다고 하지 ㅉㅉㅉ"""
41596,"""생긴거 만큼이나 저질이네 국회의원을 성추행하는 의장이 어디있냐??""",정말 저질이네요 국회의원을 성추행하는 의장이 어디있습니까?
41715,다른 나라에선 인정하는데 한국에서 까이는방탄이네 앞으론 중소말고 대형에서 나와야 설움 안받지 한국사람들 남잘되는꼴을 못보니까,다른 나라에선 인정하는데 한국에서는 인정받지 못하는 방탄이다. 앞으로는 중소 말고 대형에서 나와야 억울하지 않을 것 같다. 한국 사람들은 다른 사람이 잘 될 때 순수한 마음으로 축하해줄 수 있어야 한다.
41795,"""헉 조센징들 세금 올라가는 소리~ ㅋ;;;;;""",이렇게 되면 세금이 상승할 것 같네요
41835,때린 사람이 웬병원?참!못땠다.경상도말로 지랄하고 자빠졌네.,왜 때린 사람이 병원에 가지? 이해가 되지 않는다.
41846,"""하이고ㅋㅋ유튜브로 돈버는꼴 배아파하는 틀딱 꼰대들이 득실거리네 어후 다 박멸해버리고싶다""","""하이고ㅋㅋ유튜브로 돈버는꼴 배아파하는 나이 지긋하신 분들이 득실거리네 어후 다 박멸해버리고싶다"""
41889,"""박그네 보다도 못한 심지어는 전두환 노무현보다도 못한 희대의 쓰레기 대통령 문재인씨""",문재인씨는 정치를 못해
41910,40대 댓글비율 실화냐.. 아지매들 댓글 달시간에 남편한테도 신경좀써주세요.. ㅠ,40대 댓글비율이 높다. 댓글을 달기 보다는 가정에 더 집중했으면 좋겠다.
41912,돈줫나밝히네,돈 밝히네
41993,문재인 아무 대책도 없이 나라 맛있게 말아 드셨쥬?이게 다 대통령 탓이쥬?,나는 문재인의 정책이 옳지 않다고 생각한다
42050,"""문재앙 꺼져버려라~! 국민에 목소리다!""",문재인은 물러가라. 국민의 목소리다.
42120,"""기독교를 욕맥이는 대표인물 둘 이명박. 황교안""",기독교에 좋지 않은 영향을 끼치는 대표인물 둘 이명박. 황교안
42153,"""신천지 바퀴벌레 마귀들!! 지옥으로 떨어지세요!!아멘.""",신천지를 별로 좋아하지 않는다. 처벌 받았으면 좋겠다.
42188,욕할거면 선예만 햌ㅋㅋㅋㅋ 종교까지 후려쳐버리네 역시 개한민국 존중은 ㅈ도없죠,욕할거면 선예만 햌ㅋㅋㅋㅋ 종교까지 욕하지말고
42226,근데 왜 지금고소? 이새끼도 쓰레기인데 저여자는이제와서 고소하는것도웃기네ㅋㅋ,"그런데 왜 지금 고소하는거지? 이 양반 나쁜데, 저 여자분은 이제와서 고소하는것도 우습네"
42260,정도의차이는있지만 초중고대 직장에서 광범위하게 저런사람 많은데 유명인이라 크게터졌네..한편으론 불쌍 남자들 대부분 어린여자 밝히지만 속으로생각해야지 그걸 겉으로 발산하면 어떻함 암튼 너무 나댔다,정도의차이는있지만 초중고대 직장에서 광범위하게 저런사람 많은데 유명인이라 크게터졌네..한편으론 불쌍 남자들 대부분 어린여자 밝히지만 속으로생각해야지 그걸 겉으로 발산하면 어떡함
42266,댓글이 g럴맞을땐 성비를 보라.,댓글이 이상할 땐 성비를 확인해보자.
42306,"""지하철 기다리면서 가래침 뱉고 난리다 한심한 노인네들""",지하철 기다리면서 가래침을 뱉는 어르신들의 행동을 이해하기 어렵다.
42352,"""생긴 꼬라지 하곤...끼리끼리 모인다고...안봐도 비디오다...""",나는 저 사람의 외모가 마음에 들지 않는다
42398,여자 진짜 조까이 생겼네,여자의 외모가 마음에 안 드네
42415,문재앙 보다 낫네 서민 먹여 살려주고,"문재인보다 낫네, 서민 먹여 살려주고"
42502,명박아 니는 참 나뿐인간이다,이명박을 별로 좋아하지 않는다.
42544,"""댓글알바 몇푼에 나라를 팔아먹는 이 매국노같은 한남들! 방사능 쳐맞고 대머리나 되라ㅋㅋ""",댓글알바 몇푼에 이런 짓을 하다니 믿을 수가 없어!
42737,그놈이나 그 년 이나 부창부수.,부부 금슬이 보기 좋다
42747,"""그래서 니그들은 안돼는거다 개한당아 !""","그래서 너희들은 안 되는 거다, 자유한국당!"
42889,"""쓰레기종교라서 말도많고 탈도많지요 개나소나목사되는 괴물종교""",종교가 논란이 많다. 누구나 목사가 될 수 있는 종교.
42940,스웩은 개뿔. 양아치 쉐리들,스웩은 무슨.
42942,여친이 젠더 같아 징그러,여친이 젠더 같아
42964,"""폐가------ 패가입니다 틀딱님""",폐가가 아니라 패가입니다
43005,"""아니빨갱이아니라는 새 끼가 1600명이나되냐 이게나라냐 ㅅㅂ""",아니 공산주의자 아니라는 사람이 1600명이나 되네
43104,"""돼지새끼 한테 빌빌거리는 당신이 더 부끄럽다 배알두 애국심두 없는것""",당신이 더 부끄럽다 배알도 애국심도 없어
43123,문재앙아 니가 여기에 왜 숟가락을 얹을려고 하냐 짜져 있어라,문재인이 왜 여기에 숟가락을 얹으려 하냐
43138,"""이 맛에 헬조선에 사는거지! 미세먼지 디져트로 먹고^^""",미세먼지가 너무 많아서 한국에서 생활하기 불편하다.
43158,"""오원춘만도 못한 여적죄인 새키가 짱깨들 두팔벌려 환영한데요""",오원춘만도 못한 사람이 중국인들 두팔벌려 환영한데요
43269,"""중국새끼들은 왜 꼭 삼성하는것만 따라하는거야ㅡ""",중국사람들은 왜 꼭 삼성하는것만 따라하는거야
43270,제발 계집들 의견 반영하지마라 노잼의 주범들이다,여자들 의견을 반영하면 재미가 없어진다
43345,"""문슬람들 투기꾼 사형시키자며 ㅋㅋ 어서해라""","""문재인 지지자들 투기꾼 사형시키자며 ㅋㅋ 어서해라"""
43393,솔직히 와이프는 저런 성격 남자랑 사는거 ㅈㄴ 피곤할듯,저런 결혼생활은 힘들 것 같다
43409,타가수 무작정 까내리는 전라도사람들 때문에 송가인 싫더라,타가수 무작정 까내리는 전라도 사람들 때문에 송가인까지 싫어질 것 같아
43426,랩병찌 산이,산이는 랩을 잘하는 것 같진 않다.
43480,"""저놈때문에 기독교가 개독교.예수팔이 소리 듣는다.""",저사람 때문에 기독교가 안좋은 소리 듣는다
43499,"""이글이왜 좋아요가 높은지이해가안간다 ㅈ같은쿵쾅년빨래는하고글쓰냐""",이 글이 왜 좋아요가 높은지 이해가 안 간다.
43507,빅뱅 애들이 승리 졸라 욕할 듯... 저 새끼 때문에 다 걸렸다고..ㅋㅋㅋㅋㅋㅋㅋ,빅뱅 애들이 승리 욕할 듯... 저 사람 때문에 다 걸렸다고..
43545,"""저렇게 늙었으면 운전을 하지말아야지. 아효 진짜 노망난 늙은이 때문에 애기들은 뭔죄냐""",저렇게 나이 들었으면 운전을 하지 말아야지. 노인 때문에 애기들은 무슨 죄냐
43561,생긴 것부터 수구꼴통 같아 보이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,머리 나빠 보여요
43574,"""경상도 상렬이새끼 결국이거냐 일베부터...결국...""",경상도 상렬이친구야 결국이거냐 극우부터...결국...
43598,이성미의 아버지의 반대로 결혼 못한건데 누구탓? 40대맘충들 공감능력 폭발하네,이성미의 아버지의 반대로 결혼 못한건데 누구 탓할 건 없는 것 같다
43651,"""신천지든 새누리든 조사해야""",신천지든 새누리든 조사해야
43678,"""더부리 대통 총리 당대표가 틀딱인데~""",더불어민주당 대통령 총리 당대표가 마음에 들지 않는다
43717,페미들은 심심할 날이 없어서 좋겠다 ㅋㅋ,분란을 애써 조장하지 않았으면 좋겠다
43779,"""또또 맘충들 날리났다~~~^^""",또 엄마들이 과민반응한다
43867,진짜 좌파들 무섭네ㅋㅋㅋ야인시대 정진영 빨갱이 됐을때 보는거같다ㅋㅋ,좌파들의 행동에 반대하고 두렵습니다. 마치 야인시대 정진영이 생각난다
43891,"""이래서 찌질한 키작남은 걸러야됨 자격지심 덩어리임ㅉㅉ""",자격지심 있는 키작은 사람은 만나면 안됩니다
43904,"""짱깨양아치국가 이번기회에 버려야됨 , , 미국등지면 대한민국은 조만간 사라짐""",중국과는 이번 기회에 멀어지는 것이 좋다고 생각한다. 미국을 등지면 대한민국은 큰 피해를 볼 것이다.
43933,한국남자는 사회악이다,나는 한국 남자가 싫다
43969,"""쪽바리기업 롯데...이번참에 망하게 하는게 답이야...처죽일 것들...""",친일기업 롯데는 이번 기회에 반성했으면 좋겠다.
44015,응 드라마만 잘만 찍더라 그리고 어차비 짱깨그룹의 한계임,응 드라마 잘만 찍더라 그리고 어차피 중국그룹의 한계임
44051,"""이런데 중국의 아픔이 우리의 아픔이라는 돌대가리 대통령 부끄럽다. 중국따까리""",이런데 중국의 아픔이 우리의 아픔이라는 대통령이 부끄럽다. 중국만을 생각하는 것 같다.
44182,영화계에 계집들은 몸파는 창년들로 충분하다;;;;,영화계에 여자들은 이미 충분히 많다
44366,홍수아 앞에선 황하나도 오징어네!,홍수아 앞에선 황하나도 한수 아래네!
44467,xx: 아 에리같다 탈덕해 ㅋㅋㅎ 에리 인성 ㅆㅡㅡㅂ ㅋㅋㅋ 이렇게 말하는 무개념 팬덤이 있나구요?? 네 있습니다. 팬덤내 몇몇 무개념이 그런가 아니냐구요?? 아닙니다 팬덤 전체가 에리를 욕하고 비웃는 분위기더군요,"엑소 팬덤을 비하하는 발언을 하는 팬덤이 있다. 팬덤 내 몇몇 몰상식한 사람이 그러는 게 아니라, 전체가 엑소 팬덤을 욕하고 비웃는 분위기더라."
44542,"""운동권 꼰대들은 절대 인정안함. 희대의 적폐임""",운동권의 꽉 막힌 사람들은 인정 안 할것 같다
44569,"""틀딱 수준 더러워서 진짜...""",수준이 너무 낮아
44595,"""그건 북한이 먹고 싶어 하겟지.. 이래서 조센징들이 돌대가리인거지..""",그건 북한이 원하는 것 아닌가? 한국 사람들이 뭘 모르네
44636,남녀 바뀌었어봐라 댓글창 폭주한다ㅋㅋ벌써 쉴드글올라오네,남녀가 바뀌었다면 부정적인 여론이 더 강했을 것이다. 지금 상황에서는 벌써 옹호하는 의견들이 올라오고 있다.
44700,"""G랄염병하네 ㅋㅋ 저년은 산채로 가죽을 벗겨도 죽은 남편의 원한이 풀리지 않을거다.""",납득이 안 된다. 저 사람은 어떤 처벌을 해도 죽은 남편의 원한이 풀리지 않을 거다.
44715,진짜 개극혐폐급발암물질임... 저딴 놈도 엠비유유유웅신에서 아나운서하면 나도 함 ㅋㅋ,저 사람의 아나운서 실력이 조금 떨어지는 것 같네.
44850,"""문재앙의 끝은 깜빵 공감하시면 누느세요.""",나는 문재인이 벌을 받아야 한다고 생각한다
44896,"""각국대통은 자국민 우선이다 문통은 돼지우선이다""","각국 대통령은 자국민을 우선으로 생각하는데, 문재인 대통령은 북한을 더 우선시하고 있다."
44978,"""뚱순 박영선 뭐하나 해결 해줘라....구라만치지말고...""",박영선 뭐합니까 해결좀 해주세요 거짓말만 하지 말고
45003,"""늙어서 올바른 짓 안하는 사람 지칭하는 말이 틀딱인뎅...?""",나이 들어서 올바른 행동을 하지 않으면 고지식하단 말을 들을 수 있어
45105,하 ..무능력한 문재인 정부 진짜 능력없는 대통령은 필요 없다 국민이 반대하는데 에후 한심하다 대통령이,무능력한 정부 진짜 능력없는 대통령은 필요 없다 국민이 반대하는데
45170,ㄴ 우리나라에서 느그같은 종자들 추방시킨다고하는데 뭐 불만있누?,ㄴ 우리나라에서 너희같은 인간들 추방시킨다고하는데 뭐 불만있냐?
45254,꼴 패미들 적당히 하자ᆢ,극단적 페미니스트들이 그만했으면 좋겠다.
45279,이런 식으로 자기 나라 살기 힘들다고 거기서 해결안하고 잘사는 남의 나라에 불법으로 들어 가서 인생 바꾸려는건 도둑놈 심보다.,이런 식으로 자기 나라 살기 힘들다고 거기서 해결안하고 잘사는 남의 나라에 불법으로 들어 가서 인생 바꾸려는건 옳지 않다
45305,듣다보면 신지예는 뭐 그냥 다 지 뇌피셜로 씨부리고 있네 아 답답해 디질것 같다 그만 봐야지,나는 신지예의 주장에 근거가 없다고 생각한다
45313,잘 보고있나?우리는 북한과 연계된 꺼벙이와 돼지년을 즉각 총ㅎ살해야 한다는 교훈을 파키스탄이 알려주고 있다.,잘 보고있나? 우리는 북한과 연결된 사람들을 척결해야 한다는 교훈을 파키스탄이 알려준다
45314,"이런 명강의에 거지같은 댓글이 많다니. 이해가 안되면 글을 싸지르지 말자. 자기 생각을 얘기하는건 좋은데, 적어도 상대방이 무슨말을 하는지는 알고 거기에 맞는 말을 해야지..","이런 명강의에 거지같은 댓글이 많다니. 이해가 안되면 글을 쓰지 말자. 자기 생각을 얘기하는건 좋은데, 적어도 상대방이 무슨말을 하는지는 알고 거기에 맞는 말을 해야지.."
45331,제일 이해안가는게 찢어지게 가난한 사람들이 국민의 적 지지하는 것,제일 이해 안 가는 게 가난한 사람들이 국민의힘을 지지하는 것
45345,왜 같은 무슬림인 나라들도 안받들려고 하는지 이유좀 생각해보고 말해라! 인도적차원같은 개쌉소리하지말고,왜 같은 무슬림인 나라들도 안받들려고 하는지 이유좀 생각해보고 말해라! 인도적 차원은 말도 안 되는 주장이다
45517,개준스기.. 2030의 대통령은 이미 정해졌다.. 앞으로 당내개혁에 충실할것 ^^7,"이준석, 2030의 대통령은 이미 정해졌다. 앞으로 당내개혁에 충실했으면 좋겠다."
45821,다른영화들은 이보다 더 잔인하고 성적인 장면도 많은데 왜 불편벨이 작동한거지 ㅋㅋ,다른 영화들은 이보다 더 잔인하고 성적인 장면들도 많은데 민감하게 반응하는 이유를 잘 모르겠다.
46035,그 집값정상솨 카페는 대깨들 성지드만. 거기서 힐링들 하시게ㅋㅋ,그 집값정상화 카페는 문제인을 지지하는 분들이 많은 것 같더군요.
46052,결혼한 30대 남자입니다 나랑 상관없다고 무관심하면 내 자식 내 손자들도 페미의 패악질에 삶이 힘들겁니다. 10대 20대 양성평등에 무관심 하지않고 지지 하겠습니다,결혼한 30대 남자입니다 나랑 상관없다고 무관심하면 내 자식 내 손자들도 과한 페미니즘에 삶이 힘들겁니다. 10대 20대 양성평등에 무관심 하지않고 지지 하겠습니다
46103,순수 차별은 아닌데   꼼수가 가득~ 똑똑하신분이 안타까워  어쩌나  ㅠㅠ,순수 차별은 아니지만 은근한 차별이 심한 것 같다. 똑똑한 사람이 피해를 입다니 안타깝다.
46139,여자가 장애인이야? 특혜를 주게?,여자에게 장애인과 같은 수준의 특혜를 줄 필요는 없다고 생각한다.
46191,"깡통로봇. ㅋㅋㅋ전국민을 허탈하게 웃기네,에휴.",깡통로봇 소식에 허탈합니다
46282,여자가 애를 버리는 모습이 많아보이는게 당연하지 남자는 이미 여자+애를 버리고 튀었으니까,"남자가 이미 여자와 아이를 책임지지 않고 떠났기 때문에, 여자가 아이를 버리는 모습이 많아보인다."
46295,이준석 멍청한 어린노무자슥이 여당꼬봉수준으로 설쳐대더니 ㅋㅋㅋㅋ ㅋㅋㅋㅋ 꼴좋다,이준석이 죗값을 받은 것 같다
46396,여성분들 심상정 찍으면 이준석아 됩니다. 아시죠?.네일베 대통령.,여성분들 심상정 찍으면 안됩니다.
46404,"현실적인 짬뽕으로 3끼 해결법 1. 면만 건져먹는다 국물,건데기 약간 2. 냄비에 붇고 계란 하나 넣고 끓인다음 짬뽕밥으로 먹는다 3. 돼지새끼 아닌 이상에야 저 짬뽕밥 다 못먹음","현실적인 짬뽕으로 3끼 해결법 1. 면만 건져먹는다 국물,건데기 약간 2. 냄비에 붇고 계란 하나 넣고 끓인다음 짬뽕밥으로 먹는다 3. 아주 잘 먹는 사람이 아닌 이상 저 짬뽕밥 다 못 먹음"
46428,남의 뒤통수 치는 것은 딱 중공짱깨들의 특징이다. 그리고 중국동포라 하지마라 그들이 조국이라 인정 안하는데 왜 동포라 지칭하는지 어이 없을 뿟이다.,나는 중국인을 좋아하지 않는다. 그들을 중국동포라 하지 않았으면 좋겠다. 그들 스스로도 조국이라 인정하지 않는다.
46468,있으나 마나가 아니라 없어지는게 도움이될 국민의짐! 싹수가 노랗다,국민의힘은 있으나 마나가 아니라 없는게 도움이 된다.  싹수가 노랗다. 
46490,기자분 이 기사에 딸린 댓글을 보고 공부 좀 하시오. 위에서 시키는데로 하지 말고..상식과 양심도 사용해보시요.,기자가 이 기사에 딸린 댓글을 보고 좀더 상식과 양심을 가졌으면 좋겠다
46515,건축허가한 새끼 잘못,건축 허가한 사람의 잘못이다.
46608,폐지하라..약속을 지켜라. 무슨 여성가족부 이것이야 말로 불평등의 시발점이다.,폐지하라..약속을 지켜라. 여성가족부야 말로 불평등의 시발점이다.
46652,왜 개인의 생각대로 성별 주장하는 사람들을 법으로 인정해주는 미친 세상이 되었지...사회 혼란가중,왜 개인의 생각대로 성별 주장하는 사람들을 법으로 인정해주는 세상이 되었지...사회 혼란이 심해진다
46824,근데 샘물교회 놈들이 뻘짓하긴 했어 이제는 그런 놈들은 세금으로 구제해줄 필요 없다,상식적이지 않은 행동을 한 샘물교회 사람들을 세금으로 구제해줄 필요가 없다고 생각한다.
46886,광신도 문빠네. 딱하다 나라말아먹은놈들,문재인을 지지하네.
46931,대한민국도 좌빨들이 대통령되면 아프칸보다 빨리 망한다.,대한민국도 좌파들이 대통령되면 아프칸보다 빨리 망한다.
46992,10초이상 대가리를 들지 않아요..,10초 이상 머리를 들지 않아요..
47028,참 미계해보인다 ㅎㅎㅎ,조금 더 생각해보면 좋을 것 같아
47046,페미 끄지래잉,페미니즘을 별로 좋아하지 않는다.
47141,뒷북치고 있네....... 깝치지말고 항복해라,이제와서 그러네..
47258,노동시간 노동강도가 다른데 동일임금??공산당이냐??이거야말로 역차별임.,노동시간 노동강도가 다른데 동일임금?? 이거야말로 역차별임.
47301,개소리ㄴㄴ..난 아무당도 지지안하고 그냥 다 싫다,난 아무 당도 지지 안 하고 그다지 좋아하지 않는다.
47311,믿고 거르는 베트남,나는 베트남 사람들을 좋아하지 않습니다
47460,퍼킹 게이,동성애자를 별로 좋아하지 않는다.
47556,한국일보는 이런 기사내용을 올린다니 진짜 한심하다. 망해도 이상하지 않다고 느껴진다.,한국일보는 이런 기사내용을 올린다니 진짜 한심하다. 망해도 이상하지 않다고 느껴진다.
47703,이거랑 짱깨 국적법개선안 통과되면 바로 시위하러나간다,이거랑 중국인 국적법 개선안 통과되면 바로 시위하러 나간다.
47773,요새 민주당 지지한다하면 쌍욕들어요 ㅋㅋㅋ명합니다,요새 민주당을 지지한다고 하면 비난을 받더라.
47816,이래서 더부러 쓰레기당은 찍으면 안되는 이유가 하나 더 늘었다.ㅋㅋ,이래서 더불어민주당은 찍으면 안되는 이유가 하나 더 늘었다.
47834,이대남이라는 용어좀 작작써라,이대남이라는 용어를 그만 썼으면 좋겠다.
47887,아이들에게 페미 세뇌는 해도 너무하지,아이들에게 페미니즘을 세뇌하는 건 옳지 않다
47891,왜저렇게 살까? 정치하는연놈들은 지들이 청념결백하다고 하던데...왜 그렇게 살까?,정치인은 스스로를 청렴결백하다고 하면서 왜 저런 행동을 할까?
47896,페미니스트분들 토나올정도로 역겹습니다,페미니스트 분들이 싫습니다
47925,한국인이 아무런 이유없이 존나팼어도 난 한국인편이다 조선족 어휴 진절머리난다,한국인이 아무런 이유없이 때려 눕혔어도 난 한국인편이다 조선족 어휴 진절머리난다
48050,저도 이거 정말 한 순간도 빨리감기 안하고 다봤는데 정말 유익했고 눈물났고 작품성이 높았습니다 그리고 신기누설님처럼 욕 오질라게 하면서 봤죠 10베이비들^^7,저고 이거 정말 한 순간도 빨리감기 안하고 다 봤는데 정말 유익했고 눈물났고 작품성이 높았습니다.
48200,조두순 와이프도 내 남편 최고라는데 당신의 생각을 존중합니다.,내 남편이 최고라는 당신의 생각을 존중합니다
48349,무기 그만사고. 그돈 국민에게 돌리면. 저꼴은 안되겠구만,무기 그만사고. 그돈 국민에게 돌리면. 저런 일은 없겠구만
48367,낙태는 애비 색출해내서 같이 책임지게 하면 알아서 피임 을 하든 할거고 결혼 안하고라도 출산을 하겠다는 걸 왜 막아야하나? 본인 결정에 책임만 진다면 아무도 뭐라할 자격 없다,"낙태는 남성도 색출해내서 같이 책임지게 하면 알아서 피임을 하든 할 거고, 결혼 안 하고라도 출산을 하겠다는 걸 왜 막아야 하나? 본인 결정에 책임만 진다면 아무도 뭐라할 자격 없다."
48408,그니까.... 누가보면 꼴페미가 한국 여성을 대표한다고 면허라도 받은줄 알겠음.ㅋㅋㅋ,페미니스트들이 한국 여성을 대표하는 행세를 하지 않았으면 좋겠다
48485,성소수자? 그런거 전부 곁가지로 핑계에 불과하고 페미 비난하면 처벌할수있게 하는법임,"성소수자는 부가적인 부분이고, 페미니즘을 비난하면 처벌할 수 있게 하는 법이다."
48522,머리는 장식이예요?,조금 더 깊게 생각했으면 좋겠다.
48607,불의당은 아닥해라..간에붙었다 쓸개 붙었다 하는 돈벌네들..,불의당은 조용히 있어
48638,하고싶은대로 해. 자꾸 왜 인정받으려고 해? 니네 부모도 인정 안하는걸?,하고 싶은 대로 해. 자꾸 왜 인정받으려고 해?
48785,페미니즘 정신병,페미니즘을 이해하기 어렵다.
48840,전문가 의견이 전문가 같질 않아서 신뢰가 안가네 ㅎ,나는 저 전문가의 의견을 신뢰할 수 없다
48852,정신 차리고 삽시다~!!,정신 차리자!
